wtd_range_FusionHeat,wtd_mean_FusionHeat,entropy_ElectronAffinity,gmean_atomic_radius,wtd_entropy_atomic_radius,wtd_gmean_atomic_radius,wtd_range_atomic_mass,wtd_mean_Valence,wtd_std_ThermalConductivity,wtd_gmean_Valence,wtd_gmean_FusionHeat,range_atomic_radius,range_ThermalConductivity,range_fie,critical_temp
9.83809523809524,19.3609523809524,0.832816645696787,157.199482313773,1.34755892864504,146.171000913841,22.5668761904762,4.03333333333333,60.1818664728354,3.73115773224523,17.4660688370477,80,150.0,356.8,33.65
2.93631802392898,5.24152913932844,1.35405196166708,148.737352419316,1.43402771373441,89.5195541980944,16.9361255113856,2.09262832883057,166.669699418403,2.07654350693999,1.34033135603333,205,399.97342,810.6,78.0
3.21436693914623,5.12714078110808,1.1640132003214,138.006405771147,1.33101584989639,89.9947031434402,11.5137771117166,2.07266121707539,172.072524788005,2.05979974888387,1.3561253193669,205,399.97342,810.6,66.0
1.7459,3.8517,1.38443341960821,134.66503454858,1.1867365980137,84.1203177022312,36.4675729857143,2.26428571428571,136.718211293991,2.2262216392083,1.04038417565318,171,399.97342,772.0,11.6
94.0244776119403,94.1685671641791,1.3545406883152,98.3059297019528,0.680675159290141,69.793179622273,10.7107191044776,3.71641791044776,33.5329303310809,3.51786698287763,64.4484771929013,190,139.97417,983.0,8.0
10.44,20.52,0.784974061981148,160.493269387109,1.08596655796623,151.803231521466,11.27083,3.4,22.6539179834306,3.3658654363386,18.5482718661602,87,62.0,144.6,0.9
14.8333333333333,18.0166666666667,0.955455355285609,148.400637162063,0.872309936862542,136.551247763545,41.2877222222222,5.72222222222222,67.0362644809178,5.43151052409271,11.5214532700182,87,138.48,420.5,2.6
1.62826666666667,4.931,1.20088590631532,133.425311183972,1.45940495523351,86.9126581283578,26.9289,2.4,135.026680232115,2.25989709292424,1.31813899121749,171,399.97342,764.1,93.6
14.1166666666667,21.4833333333333,0.926402522952387,146.232069781784,0.986183774934543,147.643374024611,31.8180769,3.5,74.1651685241949,3.46410161513775,18.8399237193113,94,218.0,182.8,4.5
3.2604375,9.0564375,1.4238036006013,147.445967401868,1.49302238392125,144.886755741269,52.000735625,2.74375,163.936227072139,2.50399559399586,6.24665705522964,195,399.97342,894.6,78.0
2.90353846153846,5.02384615384615,1.40185254930746,161.718877230019,1.49525989190818,89.8621800779938,19.8940615384615,2.07692307692308,166.818403187823,2.05589794940116,1.30477622202653,205,399.97342,810.6,36.5
7.735,12.266,0.688470721715379,148.13844875656,0.313530876881658,160.959357326012,81.460957,1.46,129.522908784508,1.20332115115307,12.0458662991731,32,406.0,102.8,0.019
16.48,19.05,0.281987818592026,176.997175118701,0.200100615662583,176.099464181114,40.42015,4.1,21.3586048233493,4.08192061459781,18.9996754465985,2,98.0,52.5,2.5
9.8095,18.19875,1.05961187346889,150.612370686318,0.702169446451702,149.883582498815,60.7326670125,4.5,23.6168317890017,4.47213595499958,18.1367031587765,36,76.0,75.1999999999999,1.57
1.551625,4.03925,1.33711711064011,140.907507521017,1.70857196078326,92.2033874737734,10.607875,2.3,129.449606829401,2.23553527798975,1.25459457419622,171,399.97342,772.0,41.0
1.89584615384615,4.43492307692308,1.21068818101359,138.198319730354,1.46425084279036,88.3209338696983,13.4305442307692,2.11538461538462,140.613290942014,2.09579219117311,1.20833595844346,171,399.97342,764.1,83.5
14.8,22.16,1.03972405952085,151.03908173671,1.07445581509616,142.509964766592,18.70698,3.4,27.7173231030704,3.24900958542494,18.6184975502128,60,80.0,219.9,0.22
1.94830039525692,4.57940711462451,1.29868914535361,142.929423590443,1.59454183033959,86.0388837718454,12.9024980237154,2.10671936758893,143.970533000215,2.08844163877216,1.19316943607867,171,399.97342,764.1,23.5
4.5428475,5.5813475,1.07354164992673,192.090126957607,0.584445736129743,184.786897438443,100.86956512275,3.0,29.8915167811455,3.0,5.37096325835236,77,71.0,53.1,4.3
8.52666666666666,39.5066666666667,0.883593451089379,146.693702545864,1.01354603672426,147.027788018913,73.6091333333333,5.24666666666667,66.6415966195289,4.94676705695956,38.8506854229863,106,143.0,41.1,5.1
3.00810810810811,4.94246332046332,1.44497104538333,160.946897988716,1.39521505880142,89.7449072845642,21.0540617760618,2.07722007722008,166.709281855266,2.06267248900526,1.29866661232098,205,399.97342,810.6,81.4
1.64,3.95893333333333,1.25821701913587,160.235310132437,1.71387401855879,90.5175647481705,26.21096,2.05333333333333,135.157500632506,2.04372063287704,1.09027365663174,205,399.97342,810.6,32.5
